pornographic,0010
resumed(0),01
embed,01
saucy,10
orpheus,100
consented(1),010
sauce,1
cubic,10
washburne,10
terrains,01
bruynes,10
domenici(1),0100
ember,10
warships,10
najjar,01
dogfights,10
strachan,10
brissette,01
swann's,1
cordiant,100
lockart,10
displace,01
nurock,10
prorate,11
eighteenth(0),01
inequality(0),00100
aphrodites,0010
doodad,10
crabbs,1
carlock,10
capes,1
town's,1
zembower,100
offspring,10
escott,10
crabby,10
babyhood,100
vanacore,0010
yonan,10
bryson,10
close-up,10
escoto,010
caped,1
expansionary(0),01000
crabbe,1
tarter,10
capek,10
capel,10
capen,10
transitions,010
spendlove,10
heritages,1000
polygraph,100
orientations,00010
reporting(0),010
prowling,10
distilling,010
preyista,100
administrators',01000
spurned,1
dugald,10
pasture,10
hunziker,100
artificially,00100
boroski,010
tuten,10
misinform,001
senate(0),10
boyertown,100
babar,01
derring,10
mcweeney,010
harmonies,100
prause,1
husseini(1),010
huxtable,100
drunken,10
bardell,01
neophyte,100
springstead,10
pumsie,10
tablet,10
cristiani's(1),0010
rasner,10
neuberger,100
absorbing,010
zamarripa,0010
neoteny,0100
thalheimer,100
ebron,10
bangish,10
kassebaum(1),100
siecle,10
featured,10
certifying,1000
kyd's,1
sensational,0100
cabs,1
hren(1),1
godspell,10
foraker,100
lovers',10
istre,10
cabe,1
caba,10
driftnet,10
wenchester's,100
stranded(1),10
negligently,1000
drozdowski,010
withdraw(1),01
realizes(0),1000
wyland,10
shewchuk,10
mozena,010
infrastructural,00100
sodomizer,1000
punctate,10
proclivity,0100
rule's,1
granduncles,110
kazuhiko,0010
manassas,010
joule,1
strung,1
eclectic,010
chamberlain(0),100
executions,0010
breakfast,10
laitinen,100
breland,10
kirkby,10
tramonte,010
sweers,1
violently(1),100
sowata's,010
sunrise's,100
decarolis(0),1000
klenge,1
millard,10
vassallo,010
interval(0),100
conventionally,01000
maintained,01
cobrin,10
landfill,10
husman,10
garbling,10
fighting's,10
bossler(0),100
collodion,0100
dawson's,10
chernow,10
hamblet,10
nicklaus's,100
schmal,1
hambley,10
drops,1
reconditioning(0),00100
halogenate,1000
wainman,10
liddle,10
fratangelo,0010
citrus,10
blackstock,10
annapolis,0100
coddle,10
intimacy,1000
yoram,10
yours(1),1
struck,1
tarpley,10
muskrats,10
shallenberger,1000
balto,10
egolf,10
tendering,100
cypher,10
vulgamore,100
khouri,10
disbursements,010
bolivars,100
newer,10
lilybell,100
reiche,1
substantiation(0),00010
alatas,010
behaviorist,0100
tsingtao(0),10
kolling,10
khoury,10
detente,01
locken,10
demotions,010
developmental(1),00010
larmon,10
altizer,100
skulduggery,0100
vanslyke,01
vornado(1),010
katia,100
shawls,1
katie,10
prison,10
activated(0),1000
antenucci,0010
spittle,10
apartheid(0),010
ocallahan,0100
klesken,10
shuwa,10
shoumaker,100
dividend,100
tenebrous,100
categorization,000010
westridge,10
rivero,010
rivera,010
lockney(0),10
rozzi,10
vigeland's,10
triassic,010
staron,10
stockbroking,100
kopczynski,010
papazian,0100
rivers,10
stallkamp,10
gastonia,0100
tidal,10
geerdes,1
stroebel,10
rapists(2),10
aronoff,100
former,10
guandong,10
donovan's,100
pilot's,10
gaelic,10
webs,1
modulation,0010
raglin,10
mollenkopf(1),100
system,10
gerardo,010
steego,10
turtleneck,100
shiploads,10
formed,1
instigating,1000
scherer,10
pendergrast,100
reminiscences,00100
resort(1),01
distributions,0010
kinnebrew,100
editors,100
eroded(1),010
flatfish,10
koivisto,010
hawkiness,10
brightens,10
hupe,1
freckles,10
cohabiting,0100
ashburn,10
neft,1
freckled,10
react,01
townes,1
ashbury,100
ghorbanifar(2),0100
conformance,010
superdelegates,00100
roosa,10
walther,10
lapland,10
roose,1
adventist,100
agriculturally(1),00100
breedlove,10
notices(1),100
superheterodyne,001000
laplant,01
roost,1
gutting,10
interviewees(1),0001
moskovitz,100
gerbino,010
bolds,1
boldt,1
chainsaw,10
compaq's,10
stardent,10
isolated(0),1000
yocam,10
coating,10
lashlee,10
gracile,10
bolda,10
balogh,10
jurczyk,10
avondale,100
molinelli,0010
baloga,010
compulsion,010
verdun,10
sainthood,10
surely,10
fuson,10
suskind,10
muska,10
guangjo's,10
encompassing,0100
jamaicans,010
dinunzio,0100
chirping,10
fondkommission,0010
blonder,10
vocalist,100
subdivisions,1000
musky,10
geologists(1),0100
handier,100
fridrich,10
schmooze,1
pneumatic,010
furini,010
xu,1
rustlers(1),10
contagiousness,0100
commercialism,01000
buzan,10
marsella,010
hatching,10
zingale,010
forgeries,100
schue,1
unleashes,010
osha's,10
responses(0),010
unleashed,01
recidivists(0),0100
pressley,10
tavernier,1000
zaire,01
barrick's(1),10
squeegee,10
pressler,10
mothers',10
ai(0),1
wanting(1),10
allendale,100
brag,1
radick,10
brae,1
brad,1
sect's,1
bran,1
bram,1
henken,10
radice,10
henkes,1
headstarts,10
tracy's,10
brau,1
brat,1
braz,1
bray,1
guantanamo,0100
connett,10
meatpacker,100
wunderlin,100
imaginable,01000
polis(1),10
vanwyck,01
dual(1),1
destitution,1000
gendrisek's,100
ratepayers',100
difm(0),1
bazooka,010
sharpened,10
failure,10
jaffrey,10
intrawest(1),001
bookbinders,100
menorah,010
gurit(0),10
east's,1
humbling(1),10
diversify(0),0100
indecent,010
grandmotherly(1),1000
indemnification,000010
synthesizer,1000
speculating,1000
augustyn,010
robin(0),10
topix(1),10
sovietologists(0),000100
ridinger,100
preparers,010
endgames,10
janssen,10
fudosan,100
eames,1
eamer,10
lamarr(1),01
vogosca(0),010
tandem's,10
gravimeter,1000
outspend,10
rothmeier,10
mona's,10
sprinkle,10
manitowoc,1000
von-braun,11
korman,10
phobos,10
stetzel,10
sotheby's,100
fromstein(0),10
gadoury,100
hosoka's,010
patios,100
siad,10
prestigiacomo,01000
numismatic,0010
lapeyrouse,100
siltec,10
krusemark,100
radella,010
bbq(1),100
clippers,10
manila,010
labatt(0),01
caribbean(0),0100
cannabis,100
lender,10
barbara(0),100
friendliness(0),100
microcircuit,1000
succumb,01
costs(0),1
ghanaians,010
recapitalization,0000010
duffell,10
azidothymidine(0),000100
gremillion,100
moertel,10
starck,1
multitasking,1000
eakin,10
sponsler(1),10
childener's(0),10
pyre,10
exclaimed,01
withering,100
spooky,10
medders,10
dunphy,10
dock's,1
incumbency,0100
poor,1
irrigator,1000
coliforms(0),100
devastate,100
integrating(0),1000
rachmaninoff,0100
online,10
hufnagle,100
budged,1
olivetti's,0010
jake,1
wean,1
mealtime,10
carr's,1
megna,10
bouwsma,10
quincy's,10
pooh,1
poon,1
budget,10
pool,1
wayside,10
bisesi,010
abdnor,10
raphael(1),01
enchanters,010
vantil,01
outages,100
senger,10
opponents',010
broxterman,100
deviations,0010
naclerio,0100
appointments,010
hoeffner,10
representatives(3),00100
petroles,10
zera,10
koops,1
starch,1
butte,1
ocasio,0100
targets,10
birdsall,10
vermilya,010
perona,010
banes,1
bogert,10
sonnenfeld,100
benbrook,10
butts,1
banet,10
mambo,10
baney,10
site,1
tiemann,10
granted(0),10
bigotry,100
ultramar,100
nisshin,10
rail,1
rain,1
microclimates,1000
headline,10
longings,10
semigloss(1),001
peggie,10
raid,1
halsey,10
crystalline,100
gestation,010
ledezma,010
rededication,00010
momayez,010
rait,1
ennoble,010
macedonian(1),0010
sharpening(1),10
formaldehyde(0),0100
radiant(0),100
bladen,10
suspended(1),010
bogusz,10
charen's,10
shakeout,10
ennis,10
backwash,10
coordinates(1),0100
trygve,10
knochel,10
wegrzyn,100
incomprehensibly,000100
acutely,010
bladed,10
schenley,10
inconclusively,01000
abbenhaus,100
thereon,01
wark,1
pfeiff,1
rambow,10
inmobiliaria,0000100
internationally(2),001000
headset,10
felicia's,010
wry,1
schut,1
cortner,10
glinting,10
tague,1
dehne,1
carabajal,0100
dove(0),1
tangential,010
chykatka,010
bifulco,010
skipjacks,10
baron(1),10
ransley,10
intermingling(0),00100
brader,10
repeat(0),01
tamminga,010
braden,10
deklerk,01
daya's,10
choice,1
albunex,010
saipan's,10
americanos,00010
grondin,10
gabbert,10
ironing(1),10
radiologists(2),00100
santa-fe's(1),101
rutledge,10
digests(0),01
necks,1
ravenswood,100
gettinger(0),100
jordon,10
dietsch,1
aerostars,100
lantis,10
where's(0),1
wanniski,010
rosary,100
alamoud,100
bravado,010
d'etre,10
laverdiere,0010
environmental(1),00010
longstreet,10
graphically,100
jillions,10
heidemann,10
reboard,01
pooling,10
quiroz,10
sleeved,1
kcal,10
driever,10
woodby,10
quiros,10
pepitone,100
recoverable,01000
hoosier,10
gordan,10
sahr,1
crossan,10
ehren,10
rohatyn(1),010
utilizing,1000
reveries,100
ehret,10
understaff,100
saha,10
baez,01
radde,1
liars,10
sahm,1
hirsch's,10
constricting,010
baer,1
turret(0),10
shivley,10
refiners',010
disinflate,001
harra,10
georgienne,001
harre,1
apsell,10
botting,10
goggle,10
urbanized,100
accurso,010
bottino,010
caluzzi,010
bottini,010
divvy,10
thermoplastic,0010
shooed,1
halgren,10
mctague,01
separated(0),1000
grade,1
absenteeism,00100
contento,010
pulsing,10
tabby,10
grads,1
lomonaco,0010
mimbs,1
raving,10
lorries,10
luckier,100
seguros,010
nonbelievers,0010
hydra,10
hydro,10
lakers,10
ambrogio,0100
thunderstruck,100
pitner,10
zanoyan,010
jacoboski,0010
alzheimer(1),100
graphical,100
grosshans,10
herbeck,10
wieser,10
interpose,001
dullness,10
algebraically,00100
eyelashes,100
spelling's,10
eggcups,10
prisoners,10
tacoma,010
corsair,10
wiesel,10
mismatches,010
halcomb,10
treharne,10
humiliate,0100
tiredness,100
dangews,10
mcgarrah,010
blueing,10
peakes,1
contrive,01
zecher,10
impresario,00100
funneling(1),10
wassom,10
peaked,1
dolorita,0010
cyclicality,00100
stalky,10
magnetized,100
anfal(0),11111
lemoine,01
stalks,1
aaker,10
weeks',1
boyte,1
immersion,010
passenger,100
come-ons,11
inequalities(2),10100
rattlesnake,100
olivette,101
transitional(0),0100
stoyer,10
humphry(1),10
heimsoth,10
olivetti,0010
russ,1
bonomo,100
wednesday's(1),10
tinctures,10
flanking,10
ritesh,01
grange,1
kotlarz,10
bui(0),1
roosevelts,100
counterfeiter(0),1000
lampson,10
pledging,10
ammunition,0010
dominguez,010
servants',10
semifinal(1),0010
lopinto,010
zurn,1
angeles',100
chatwal,10
possessive,010
goo,1
tempesta,010
stoudenmire,100
delgiorno,010
hippo,10
norwegians,010
woof,1
zigler(1),10
dissimilar,0100
costello's,010
accomplices,0100
skilton,10
kiraly,100
forsythias(0),0100
heckart,10
arkla's,10
capri's(1),01
skylines,10
hopkins',10
hipps,1
katyusha,010
anway,01
aragona,0010
scheduling(1),100
bybee,10
polyesters,1000
crypt,1
mardi-gras,100
resource,10
wisconsin's,010
capraro,010
spilotro,010
ratepayers,100
cupertino,0010
wanton(0),10
steffel,10
memorialize,01000
encata(0),010
mahr,1
braselton,010
reliance(1),010
d'alene,01
mahn,1
mahl,1
ilbo,10
piacente,0010
schubert,10
kogan,10
outriders,100
steffey,10
abra,10
huallaga(0),010
affront,01
strapping,10
degroote,01
gelasia,0100
woodworkers,100
richesin,100
marching,10
mechanism,1000
hollenberg,100
underfund,100
marchini,010
imported,010
kinley,10
authority's,0100
coalition,0010
kozinski,010
disbro,10
palm(1),1
sensitivity,00100
keahey,10
chapple,10
importer,010
architraves,100
girlfriend,10
fooshee,10
goethals,10
dubrovsky(1),010
vanderhorst,100
tilley,10
haliburton,1000
wit,1
respironic,0010
kohn,1
economist(1),0100
kohl,1
honor,10
kohr,1
giusto,10
matera,010
win,1
frugally,100
giusti,10
unconscious,010
o'callahan,0100
matern,10
densley,10
schirmer,10
tula,10
kasabian,0100
armstead,10
goodnight,10
loaders,10
irritation,0010
banishing,100
fomon's,10
irritability,000100
deleting,010
silberner's,010
casler(0),100
beitzel,10
kotecki,010
resilience(0),0100
interjects,001
extraneous,0100
wolfley,10
ettie,10
casciano,0010
accumulatively(0),010000
humanists(2),100
)close-paren,101
mccluskey,010
gilliland,100
carls,1
terrific,010
pleiades,100
primroses(1),100
carli,10
mickels,10
carll,1
carlo,10
carla,10
revolutionizing,001000
griffitts,10
carle,10
olympia's,0100
krawiec,10
anglicized,100
reject(0),01
delafield,100
maids',1
plocher,10
ales,1
kinnaird,10
cole's,1
alex,10
aley,10
mcsween,01
gottschalks,10
junine,10
banctexas,010
alec,10
alem,01
brandner,10
aleo,100
indignity,0100
donar,10
hughett(0),10
masaya,010
necessitate,0100
schou,1
schow,1
guillaume(0),01
integrated's(1),1000
leising,10
avatars,100
tiananmen,0100
belke,1
gustav,10
belka,10
taggert,10
belko,10
graeber,10
unrealized,0100
schon,1
recrimination,00010
clients,10
smoker's,10
kiniry,100
bailey's,10
pultz,1
dylans,10
sonnenburg,100
standardize,100
wismer,100
rekindle,010
pulte,10
whisky(1),10
primaries(0),100
mercury's,100
wryness,10
announce,01
induction,010
replaceable,0100
kovalchik,010
blepharisma,0010
petricioli,00010
antill,01
han(1),1
peanut(1),10
carpe-diem,1010
directory(0),0100
synch,1
fehling,10
ruse,1
loathsome(1),10
chemie,10
lipped,1
ligand,10
boehm(1),1
ipalco's,010
desirable(1),01000
assign,01
speeds,1
stoves,1
drakos,10
rows,1
tufano,010
idyll,10
schoolchildren,100
rowe,1
habitation,0010
ouseba,100
eloy,10
polanco,010
thorniest,100
erector,010
ring-around-the-rosy,101010
trepanier,1000
skalsky,10
exuded,010
radioactivity(1),0000100
regalado,0010
krasnoff,10
forgetting(0),010
diversity(1),0100
gravies,10
fragments,10
exudes,01
crymes,1
kirchman,10
bittick,10
conceivable,0100
normalize,100
adelaar,100
privileged(2),100
diederich,100
creditors,100
matyas,10
doboj,10
ridder's,10
molt,1
ehrenreich(0),100
alloy,10
sutton,10
allow,01
securities',0100
allot,01
conceivably,0100
allor,10
schloesser(0),100
bonds',1
rintel's,01
radisson,100
differentiate(0),00100
acts(1),1
telecommuting,00010
hannemann,10
housekeeping,100
hagedorn,100
combined,01
donaldsons,100
opcom,10
lashua,100
moll,1
bridal,10
sniper's,10
slobodan,100
miesse,1
cordless,10
clarity(1),100
acknowledges(0),0100
harassment,010
fetterhoff,100
schriver,10
linhares,10
abductor(1),010
leakers,10
leys,1
bartolucci,0010
nationalists(0),1000
daschle,10
jarryd,10
morell,10
guill,1
breuninger,100
brightman,10
grier(1),1
leyh,1
defacing,010
daphnis,10
liebel,10
beechwood,10
roeper,10
plotted(0),10
eberling,100
rhetorical,0100
asked(0),1
wadded(1),10
fayrouz,10
nofsinger,100
worksheets,10
trickled,10
rouillard,01
stricken,10
udverhye's(1),010
nearby,11
incremental(1),0010
hanly,10
huckabee,100
bluecollar,100
catain(0),10
augur,10
reckitt,10
jurisprudence,0010
accuhealth,100
euromobiliare,10001
ingratiate,0100
papalia,0100
kiryas(1),01
team,1
wisinski,010
tcas,1111
nora's,10
mellin,10
hypocrite,100
bobbinger's,100
facilitator's,01000
spark,1
disbanding,010
persley,10
role,1
rolf,1
juxtaposes,0010
refills(1),10
ancho,10
readiness,100
disparity,0100
brothers,10
j,1
rolt,1
juxtaposed,001
serpent's,10
brussel,10
penalizes(1),1000
flaunts,1
temperamentally(3),00100
featherbedding,1000
teak,1
clucks,1
jarislowsky,0010
kundinger,100
mennan's,10
kamin(1),10
howled,1
mynatt(0),10
hardwoods,10
clarette,01
dismays,01
testosterone,0100
cogley,10
sheriff(1),10
urgings,10
rodent,10
yoshihisa,0010
capriotti,0010
babiak,100
marjoram,100
frantically(0),1000
kirkendoll,010
autonomic,0010
kevlar,10
jesuits,100
solicitation,00010
sprouting,10
sainato,010
balazs,10
sunobe,010
clerics,10
partial,10
nahum,10
wanta(1),10
oravec,010
tischler(1),10
clumping,10
shuttlesworth,100
couzens,10
manchuria,0100
egnor,10
accumulators,01000
clinton's,10
spared,1
craftspeople(0),100
maginnis(0),100
elek,10
encores,10
ehrman,10
sugiyama,0010
turnpike,10
everywhere(1),100
surer,10
malawi,010
client's,10
bowling,10
tallman,10
bowline,10
saemaul,10
dittmar,10
hinchcliffe,10
palm-springs(0),10
radbert,10
quezada,010
budny,10
bernia,100
suren,10
campofrio,0100
buicks,10
nectar,10
binghamton,100
suber,10
huelskamp,10
passante,010
osbon,10
iannacone,00010
ayyad's(0),01
adorning,010
debellis,100
disenfranchised,0010
rittman,10
chileans,100
quarante,010
crago,10
peculiarity,000100
quaranta,010
burghardt,10
embleton(0),100
sarajevans,0010
reider,10
titled,10
antemortem,0010
orangina(0),0010
shawmut,10
optician,010
lordstown,10
pawns,1
toothaker,100
academies,0100
sessums,10
wian,10
titles,10
origin,100
mirsky,10
blye,1
ingenious,010
dossett,10
router(1),10
d,1
wheelwriter(1),100
stay,1
simplot,10
orbital,100
ooohs(0),1
dextrose,10
doable,100
unsuccessful,0010
comprehending,0010
nuland(1),10
golub,10
commander's,010
pretoria,0100
anawalt,001
boyleston,10
misogynists(1),1000
plates,1
magnesia,010
whitewash(1),10
waggener,100
hordes,1
interrupting(1),0010
therapies,100
cussed,1
dittman,10
tsurumi(1),010
xoma(1),010
external,010
stehling,10
chromatogram,0100
tracie,10
wycliff,10
upheavals,010
dikeman,10
complementary(0),0010
petunias(0),0100
gormley,10
eddings,10
mikita,010
schoolbus,10
k-mart's,11
eastwood's,10
antidumping(0),0010
axiom,100
duesler(0),100
deepening(0),100
deuss,1
madame(0),10
patriarchal,0010
nationally(0),1000
steers,1
rohs,1
hardback,10
southdown,10
intervenes(1),001
determine(0),010
hilliard,10
deepak,10
incriminating,01000
steere,1
padovano,0010
raynes,1
rayner,10
recapitulate,00100
repudiates,0100
raynet,10
flutist(0),10
regulatingly,10000
palinkas,100
aggravated(1),1000
sackmann,10
rapacious(1),010
stedman,10
resenting(1),010
zambrano(0),010
bettors,10
beauvais,01
alexander(0),0010
absence,10
enviropact,0100
evidenced,100
swantek,10
vy,1
cottingham,100
gallo's,10
copyrighted,1000
heister,10
parenthesis,0100
melgoza,010
vs,11
deformities,0100
evidences,1000
carava,100
pussycats,100
integrates(1),100
cease,1
fixture,10
ketney,10
plied,1
schauer,10
ukman,10
climates(1),10
arouses,010
biochemical(1),00100
komsomol,100
leeson's,10
typhoid,10
hereabouts,100
exemptions(1),010
aroused,01
globalstar,100
refinanced(0),001
alagna,010
ellzey,10
disavowing,0010
interleaved,001
bicksler,10
fattening(0),100
dinkel,10
syscon's,10
restrictions,010
gambits,10
rebut(1),01
naff,1
kaucher,10
iwinski,010
present(2),01
snecma,10
schnittke,10
interleaves,001
lire,10
renninger,100
patrol,01
lira,10
witherspoon,100
kucinski,010
unger,10
gates,1
ricci,10
entitles,010
snedegar,100
stempler,10
hammocks,10
fibroids,10
fontanilla,0010
bologna,010
this(1),0
demish,10
refenes(0),100
demise,01
goodroe,10
entitled,010
generator,1000
battleship,100
cliggott,10
ideologist,00100
itemizes,1000
itemizer,1000
calpis,10
haussler(1),10
ibis,10
douty,10
weyrick,10
gasiorowski,00010
hunley,10
headdress,10
weyrich,10
doutt,1
swartz(1),1
corroborated,01000
analogy,0100
whistled(0),10
voorhis,10
tadpole,10
reperfusion,0010
shinnick,10
eyewitness,110
record(2),01
panelize,100
vining,10
corroborates,0100
schmead,1
glycol(1),10
nonsurgical,0100
duvalier,010
beseeched,01
einbender,100
desautel,100
desperate(0),10
notions,10
busboy,10
durango,010
detailer,100
novacor,100
hinmen,10
package(0),10
cotret,10
detailed,01
cassowary,1000
atypical,0100
brettschneider(1),100
rifle,10
though,1
humid(2),10
heritage's,1000
interventionism(1),001000
fidenas,100
impoverished,010
nugan,10
brasington,100
augustyniak,00100
brutal,10
refuges,100
yasushi,010
impoverishes,0100
d'angelo,0100
decisive,010
epsco,10
atkin,01
edelmann,100
ealing,10
mulvihill(1),100
gloster,10
courtemanche(0),01
heermann,10
mirando,010
stevens's(1),100
engineers,101
enchant,01
turville,10
contortions,010
wamble,10
kept(1),1
zilvia,100
cohered,01
buddha,10
charitably,1000
starvation,010
ultrasystems,1000
ojala,010
sharma,10
fortunately(1),1000
coheres,01
outfields,10
percolator,1000
jefferies',100
electro,010
delphi,10
brezinski,010
bergling,10
tyrant,10
mailbox,10
hemberger,100
seng,1
smallness,10
miranda,010
vocaltec,100
salinas's,0100
natural's(1),10
sarcastically,0100
plenary(1),100
markings,10
word,1
attracts,01
blockheads,10
crackpots,10
magarian,0100
stan,1
nightmare,10
westfall,10
bellante,010
hontz,1
cryster,10
tutu,10
tends,1
symmetrical,0100
danjube,10
rodmond,10
permutated,1000
ramps,1
arty's,10
alibrandi,0010
rampy,10
stromberg,10
surcharge(0),01
permutates,100
unreleased,001
bacot(1),10
tese,1
escrowed,10
conquering,100
earls,1
allspice,10
ardene,10
early,10
esper,10
angelino(0),0010
zemel,10
surveyor's,000
earle,1
ardent,10
zapatistas,0010
fetner,10
berquist,10
molting,10
earll,1
flattening(0),100
zavery,100
arone,01
critz,1
intermet,001
conquests(2),10
depressions,010
gliders,10
wingo,10
arons,10
persists(0),01
espey,10
biodiverse,0001
aaronson(1),100
jackpots,10
questionnaire,001
intermec,100
films,1
skinniest,100
institutionalists(2),001000
maryanne,001
spectrograph,100
estell,10
filma,10
carolina,0010
baity,10
elsevier(0),010
youmans,10
steitz,1
baits,1
arizona,0010
leamon,10
wings,1
valia,10
arizonans(0),0100
pomerania,00100
discontinuance,00100
hisada,010
flatter,10
nevis,10
dribbed,1
sundararajan,00010
bellflowers,100
nevin,10
capri(1),01
kiehn,1
kiehl,1
flatten,10
empath,10
nutcracker,100
suhua,11
stereotype(1),1000
trampling,10
wandler,10
holier,100
contend,01
mj's,11
holien,100
inductance,010
mendocino,0010
real,1
ream,1
goberstein(0),100
bowell,10
rookies,10
mutterings,100
sobkowiak,0100
befriend,01
resign(2),01
profess,01
elbowroom,100
chuang(1),1
boursicot(1),100
gamage,10
gwaltney,10
rear,1
fundraising,100
urbanek,010
schwertfeger,100
jus(0),1
tax,1
tay,1
tat,1
chubais,01
gnarl,1
tap,1
metallic,010
tan,1
ethicists(2),100
tal,1
tam,1
taj,1
o'dowd,01
tai,1
tag,1
tad,1
sabah,10
detonators,1000
winge,1
agree,01
augmentation,0010
withdraws(0),01
ruthie,10
tuminello,0010
ebersold,100
yarrow(0),10
survey's,10
lodico,010
lamppost(1),10
scovil,10
advocate(0),100
gemayel(1),010
georgians,10
philosophic,0010
angier,100
percell,01
oblong,10
optometrists(2),0100
prophesied(1),100
repression,010
ansang,10
runs,1
gemberling,100
nottage,10
elective,010
knotts,1
tacey,10
hellman,10
circumspect,100
swavely,10
knotty,10
seoul's,1
vitelli,010
juju,10
magnetek,100
stephen(0),10
williamsport,100
edelweiss,100
schaefers,10
masted(0),10
resistence,010
jujo,10
vermin,10
algonquin,010
stefanelli,0010
stoecklein,10
inhaled,01
tufted(1),10
demuro,010
healthcorp(0),10
adenoids,100
kamber,10
mccuan,010
demure,01
apocryphal,0100
ricketson,100
lancour,01
inhaler,010
gimmickry,100
biotechnology's,000100
demurs,01
vivisepulture,10100
whichever(1),010
battaglia,0100
mckrinkowski,0010
terrorists'(0),100
mcgonagle,0100
diverted(0),010
ancell,01
mcenroe,100
sour(0),10
friedhoff,10
girardi,010
freedle,10
procrastinate,0100
counterintelligence(0),000100
strengthens,10
unrealistic,0010
blowouts,10
dennin,10
timbuktu,001
vegemite,100
dennie,10
breakup,10
dissect,01
wiland,10
lamaur,01
sued,1
bas-relief(0),101
boyko,10
satanjeev,001
runk,1
mackinley,010
yourself(2),10
slezak,10
ratchet(1),00
melkonian,0100
huyler,10
thomasson(1),100
zarroli's,010
gasich,10
snitching,10
microprocessor,00100
delnegro,010
spiceland,10
alternated,1000
ulima,010
buhler,10
fraudster's,10
gestured,10
mayner,10
maynes,1
prisco,10
telekom's,100
gestures,10
polyglot,100
goodyear(0),10
alternates,100
california,0010
radishes,100
galinski,010
govs(1),100
vaskevitch,100
dietze,10
ianovski(0),010
totalitarians,000100
binder,10
received(0),01
prestidigitators,001000
galinsky,010
incongruous,0100
gasior,100
cucchiara,0010
fayetteville,100
broadcasts(1),10
heidi's,10
sonneborn,100
batteries,100
benveniste,0010
salinger's(1),100
substitution,0010
rehbein(1),10
capel's,10
schopp,1
refine(1),01
revenuer(1),1000
sgroi,1
tribe's,1
miniaturized,1000
verbs,1
advanta(0),010
harold's,10
lauretta,010
hepburn,10
fluorine(0),10
arunachalam,00010
eurodollar(0),1000
leday,10
boppers,10
purports(1),01
falsifying,1000
garlicky,100
jet,1
jew,1
lubricants(1),100
decorative,100
celimene,100
jem,1
edmonston,010
monticello(1),0010
higuera,010
derrow,10
jeb,1
jed,1
jee,1
klontz,1
survivability,000100
delftware,10
stieglitz,10
portis,10
carded(0),10
skinheads,10
fecundity,0100
jacobin(1),100
supplied,01
ebling(0),100
theory(1),100
conant,10
seidelman,100
misspeak(0),01
metropol,100
stromboli's,010
virge,1
dement,01
supplier,010
supplies,01
sordoni,010
nipple,10
puppies,10
disassembled,0010
yeaman,10
salcedo,010
kroeker,10
larrow,10
waibel(0),10
statesmanship,100
cordell,01
falgoust,10
bustillo,010
imitation,0010
lengthens(1),10
veldhuizen,100
griffon,10
deely,10
treon,10
mcelhinney,1000
raether,10
la-paz,10
battelle's,01
beers,1
pheasant,10
virgo,10
enough's(0),01
beery,10
brazzaville,100
gokey,10
marbury,100
anti-federalists(1),00100
singled,10
pharoahs(0),10
kerouac,100
diatoms,100
mathematical,00100
dellarocco,1000
schley,1
cockrum,10
argueta,010
minute's,10
paquin,10
turski,10
bigram,10
rearrest,001
frustrations,010
sunworld,10
mirabile,010
rooters,10
bottle,10
bouillon,010
aherin,100
rickles'(1),100
mormon,10
niederer,100
swindlehurst,100
sniffen,10
bresson,10
paulette,01
unload,01
olshefski,010
pauletta,010
datelines,10
mcmillon,010
certitude,100
rossen,10
splendid(0),10
solely,10
latona,010
renaud,01
youth's,1
viromune,001
gutfeld,10
proceeded(0),010
tupelov,100
bateson(0),100
hardness,10
robertshaw,111
's,1
trilateral,0100
amstutz,10
coupons(0),10
califano,0010
couvillon,001
attermann,100
mcanulty,1000
houseful,10
keathley's,10
padlock,10
bauknight,10
ade,1
beissel,10
ada,10
dhiraj,01
ado,01
family(0),100
monarrez,010
profanity,0100
tesselated,1000
ads,1
petitto,010
suspensions,010
truss,1
ochsenschlager,1000
adz,1
fullard,10
blackrock,10
tebuthiuron,0010
move,1
tribesmen,10
consumption(0),010
chechen,10
gazeta(0),010
restlessly,100
towering(1),10
norwest,01
twombly,10
clinkscale,10
sollie,10
aduliadae,00010
returnees,001
choreographing(0),00100
trusler(1),10
chua(0),10
queenfish,10
margraf,10
amounted(1),010
litaro,010
mehta,10
weakness,10
bretton,10
dantoni,010
hemstreet,10
bayonne,01
baba's(0),10
burdick,10
vitamin,100
carbone,10
snarski,10
terre-haute(1),101
blassingame,0010
sunflowers,100
mendez(1),10
brumlow,10
toal,1
jury's,10
phototaxis,0010
toad,1
separately(0),1000
malay,10
chengdu,01
cowlings',10
undiplomatically,000100
malan,10
goggins,10
salvigsen,100
stoned,1
malak,10
event(1),01
comparing,010
intransigent(0),0100
gebbia,100
pancreatic,0010
indexing,100
vanorder,010
hideous,100
selk,1
tiley,10
prescribe(0),01
cubbyhole,100
racca,10
mcclatchy,010
poundstone,10
younes,1
classier,100
gebbie,10
mungle,10
mammen,10
halt,1
murch,1
wending,10
peppler,10
isomer,100
action,10
vandenboom,100
towers',10
sevens,10
yachts,1
sevick,10
hale,1
hald,1
half,1
ed's,1
cacioppo,010
eked,1
obits(0),10
hall,1
halo,10
veazie,10
dragonhead,100
bracamontes,0010
nickell,10
leopoldina,0010
guns,1
greenwich's,100
juno's,10
millikin,100
gunn,1
cherrystone,100
nickels,10
gung,1
backless,10
bastogne's,01
